Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/33040/nia-jax-wrestling-wwe-wwf-mbti-personality-type,,,,,,,2,,,,,,,,,
Fi,Se,100%,86%,,Ni,,,0%,14%,100%,86%,0%,86%,,Te,,https://api.personality-database.com/profile_images/31085.png,https://www.personality-database.com/profile/31085/nikki-bella-wrestling-wwe-wwf-mbti-personality-type,,,,1,,6,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/32784/nikki-cross-wrestling-wwe-wwf-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Se,75%,75%,,Ni,,,0%,8%,100%,92%,0%,92%,,Te,,https://api.personality-database.com/profile_images/30986.png,https://www.personality-database.com/profile/30986/paige-wrestling-wwe-wwf-mbti-personality-type,,,,,,7,,2,,,,1,,2,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/9989.png,https://www.personality-database.com/profile/9989/paul-orndorff-mr-wonderful-wrestling-wwe-wwf-mbti-personality-type,,,,,,,1,,,,,,,,,
Se,Ti,,,92%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/9055.png,https://www.personality-database.com/profile/9055/randy-orton-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,1,,,,,,,,12
Se,Ti,,,75%,Fe,,,0%,13%,100%,88%,0%,88%,100%,Ni,,https://api.personality-database.com/profile_images/8718.png,https://www.personality-database.com/profile/8718/randy-savage-macho-man-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,2,,,,1,,,,5
Ne,Fi,,100%,100%,Te,,67%,67%,0%,100%,,0%,33%,,Si,,https://api.personality-database.com/profile_images/14322.png,https://www.personality-database.com/profile/14322/rey-mysterio-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,8,,,,4,,
Fi,Se,86%,86%,,Ni,,,0%,0%,86%,100%,14%,86%,,Te,,https://api.personality-database.com/profile_images/8714.png,https://www.personality-database.com/profile/8714/ric-flair-nature-boy-wrestling-wwe-wwf-mbti-personality-type,,,,,,6,,,,,,,,,1,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/29161.png,https://www.personality-database.com/profile/29161/rick-rude-ravishing-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,1,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/8724.png,https://www.personality-database.com/profile/8724/ricky-the-dragon-steamboat-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,,2,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/33550.png,https://www.personality-database.com/profile/33550/road-warrior-animal-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,,,,1
Se,Fi,,100%,100%,Te,,,0%,0%,67%,100%,33%,67%,,Ni,,https://api.personality-database.com/profile_images/33563.png,https://www.personality-database.com/profile/33563/rob-van-dam-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,1,2,,
Si,Te,100%,,,Fi,71%,,14%,0%,,86%,71%,14%,86%,Ne,,https://api.personality-database.com/profile_images/9992.png,https://www.personality-database.com/profile/9992/roddy-piper-rowdy-wrestling-wwe-wwf-mbti-personality-type,,1,,,,,5,1,,,,,,,,
Te,Ni,,,91%,Se,64%,91%,9%,82%,,,9%,0%,91%,Fi,,https://api.personality-database.com/profile_images/30238.png,https://www.personality-database.com/profile/30238/seth-rollins-wrestling-wwe-wwf-mbti-personality-type,,1,,,,,,,,,6,3,,,1,
Fi,Se,82%,73%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/6614.png,https://www.personality-database.com/profile/6614/shawn-michaels-heartbreak-kid-wrestling-wwe-wwf-mbti-personality-type,,,,,,8,,1,,,,,,,,2
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/33569.png,https://www.personality-database.com/profile/33569/sid-justice-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,,,,1
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/30240.png,https://www.personality-database.com/profile/30240/sonya-deville-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,,,,3
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/29147.png,https://www.personality-database.com/profile/29147/stacy-keibler-wrestling-wwe-wwf-mbti-personality-type,,,,,,3,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,89%,Ne,,https://api.personality-database.com/profile_images/23260.png,https://www.personality-database.com/profile/23260/stephanie-mcmahon-wrestling-wwe-wwf-mbti-personality-type,,,,,1,,8,,,,,,,,,
Se,Se,59%,,,Fe,,,0%,5%,82%,95%,14%,82%,100%,Fe,,https://api.personality-database.com/profile_images/8719.png,https://www.personality-database.com/profile/8719/steve-austin-stone-cold-wrestling-wwe-wwf-mbti-personality-type,,,1,,,,3,9,,,,,,,,9
Fe,Fi,,100%,100%,Ne,,,50%,0%,,,50%,0%,,Si,50%,https://api.personality-database.com/profile_images/33543.png,https://www.personality-database.com/profile/33543/sting-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,1,,,1,,,
Ni,Te,95%,,,Fi,95%,90%,0%,90%,,,5%,5%,100%,Se,,https://api.personality-database.com/profile_images/14323.png,https://www.personality-database.com/profile/14323/triple-h-wrestling-wwe-wwf-mbti-personality-type,,,18,,,,1,,,,,,,,,1
Fi,Se,100%,71%,,Ni,,,14%,0%,71%,86%,14%,71%,,Te,,https://api.personality-database.com/profile_images/29149.png,https://www.personality-database.com/profile/29149/trish-stratus-wrestling-wwe-wwf-mbti-personality-type,1,,,,1,3,,2,,,,,,,,
Fe,Fe,67%,100%,,Ne,67%,,0%,0%,,100%,67%,33%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/32782/tyler-breeze-wrestling-wwe-wwf-mbti-personality-type,,,,,1,1,,,,,,,1,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/32781/tyson-kidd-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Se,100%,75%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/9559.png,https://www.personality-database.com/profile/9559/baker-mayfield-football-american-mbti-personality-type,,,,,,3,,1,,,,,,,,
Ti,Se,90%,,,Ni,,,10%,0%,100%,90%,0%,90%,90%,Fe,,https://api.personality-database.com/profile_images/1904.png,https://www.personality-database.com/profile/1904/ben-roethlisberger-football-american-mbti-personality-type,,,,,,,,9,,1,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/7990.png,https://www.personality-database.com/profile/7990/bill-belichick-football-american-mbti-personality-type,,,,,,,,,,,13,,,,,
Fi,Se,100%,89%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/8827.png,https://www.personality-database.com/profile/8827/cam-newton-football-american-mbti-personality-type,,,,,,8,,1,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/15720.png,https://www.personality-database.com/profile/15720/carson-palmer-football-american-mbti-personality-type,,,,,,,,,,,,,,,4,
Fi,Ne,100%,100%,,Si,,67%,67%,0%,67%,,33%,0%,,Te,,https://api.personality-database.com/profile_images/10146.png,https://www.personality-database.com/profile/10146/drew-brees-football-american-mbti-personality-type,,6,,,3,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,86%,0%,86%,100%,,0%,14%,100%,Si,,https://api.personality-database.com/profile_images/10148.png,https://www.personality-database.com/profile/10148/eli-manning-football-american-mbti-personality-type,,,,,,,,,,,,6,,,,1
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/19741.png,https://www.personality-database.com/profile/19741/emmitt-smith-football-american-mbti-personality-type,,,,,,,,,,,,,1,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/18530.png,https://www.personality-database.com/profile/18530/eric-dickerson-football-american-mbti-personality-type,,,,,,,,1,,,,,,,,
Fi,Fe,100%,100%,,Ni,,,0%,0%,,100%,50%,50%,,Ne,50%,https://api.personality-database.com/profile_images/18533.png,https://www.personality-database.com/profile/18533/jameis-winston-football-american-mbti-personality-type,,,,,1,1,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/18538.png,https://www.personality-database.com/profile/18538/jerry-rice-football-american-mbti-personality-type,,2,,,,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/19731.png,https://www.personality-database.com/profile/19731/jimmy-johnson-football-american-mbti-personality-type,,,,,,,2,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/18531.png,https://www.personality-database.com/profile/18531/joe-montana-football-american-mbti-personality-type,,,,,2,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/19900/john-madden-football-american-mbti-personality-type,,,,,,,5,,,,,,,,,
Fi,Se,100%,75%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/21360.png,https://www.personality-database.com/profile/21360/johnny-manziel-football-american-mbti-personality-type,,,,,,3,,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/18537.png,https://www.personality-database.com/profile/18537/junior-seau-football-american-mbti-personality-type,,,,,,,,4,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/19730.png,https://www.personality-database.com/profile/19730/kirk-herbstreit-football-american-mbti-personality-type,,,,,,,,2,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/19747.png,https://www.personality-database.com/profile/19747/kurt-warner-football-american-mbti-personality-type,,,,,,,,,,,,,,,3,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/18536.png,https://www.personality-database.com/profile/18536/ladainian-tomlinson-football-american-mbti-personality-type,,,,,,,,,,,,,,,,1
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/20789.png,https://www.personality-database.com/profile/20789/lamar-jackson-football-american-mbti-personality-type,,,,,,2,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/21963/lawrence-taylor-football-american-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/18540.png,https://www.personality-database.com/profile/18540/marcus-allen-football-american-mbti-personality-type,,,,,,,,1,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/2231.png,https://www.personality-database.com/profile/2231/matt-leinart-football-american-mbti-personality-type,,,,,,2,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,75%,100%,25%,75%,,Te,,https://api.personality-database.com/profile_images/9232.png,https://www.personality-database.com/profile/9232/michael-strahan-football-american-mbti-personality-type,,,,,2,6,,,,,,,,,,
Te,Ni,,,100%,Se,75%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/19744.png,https://www.personality-database.com/profile/19744/nick-saban-football-american-mbti-personality-type,,,,,,,,,,,3,1,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/10147.png,https://www.personality-database.com/profile/10147/odell-beckham-jr-football-american-mbti-personality-type,,,,,,6,,,,,,,,,,
Ni,Fe,100%,,,Si,,100%,50%,50%,,,0%,0%,,Fe,50%,https://api.personality-database.com/profile_images/19745.png,https://www.personality-database.com/profile/19745/pete-carroll-football-american-mbti-personality-type,1,,,1,,,,,,,,,,,,
Ti,Se,87%,,,Ni,,,0%,13%,73%,87%,13%,73%,87%,Fe,,https://api.personality-database.com/profile_images/43.png,https://www.personality-database.com/profile/43/peyton-manning-football-american-mbti-personality-type,,,2,,,1,,10,,,,,1,,1,
Si,Fe,100%,67%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/18535.png,https://www.personality-database.com/profile/18535/philip-rivers-football-american-mbti-personality-type,,,,,2,,1,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/19743.png,https://www.personality-database.com/profile/19743/randy-moss-football-american-mbti-personality-type,,,,,,,,,,,,,,,,2
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/16241.png,https://www.personality-database.com/profile/16241/ray-lewis-football-american-mbti-personality-type,6,,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/14305.png,https://www.personality-database.com/profile/14305/ricky-williams-football-american-mbti-personality-type,,,,,,,,,,1,,,,,,
Fi,Se,100%,80%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/21061.png,https://www.personality-database.com/profile/21061/rob-gronkowski-football-american-mbti-personality-type,,,,,,4,,1,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/21698.png,https://www.personality-database.com/profile/21698/saquon-barkley-football-american-mbti-personality-type,,,,,,1,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,33%,67%,,,0%,0%,67%,Se,,https://api.personality-database.com/profile_images/16242.png,https://www.personality-database.com/profile/16242/steve-smith-sr-football-american-mbti-personality-type,2,,4,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/18532.png,https://www.personality-database.com/profile/18532/steve-young-football-american-mbti-personality-type,,,1,,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/18539.png,https://www.personality-database.com/profile/18539/terrell-owens-football-american-mbti-personality-type,,,,,,,,4,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/19729.png,https://www.personality-database.com/profile/19729/terry-bradshaw-football-american-mbti-personality-type,,,,,6,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/33934.png,https://www.personality-database.com/profile/33934/tim-tebow-football-american-mbti-personality-type,,,,,,,,,,,,,3,,,
Fi,Ne,96%,92%,,Si,,62%,58%,4%,88%,,8%,31%,,Te,,https://api.personality-database.com/profile_images/42.png,https://www.personality-database.com/profile/42/tom-brady-football-american-mbti-personality-type,,15,,,1,8,1,,,,1,,,,,
Fi,Ne,100%,75%,,Si,,100%,75%,25%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/18541.png,https://www.personality-database.com/profile/18541/tony-romo-football-american-mbti-personality-type,,3,,1,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/19742.png,https://www.personality-database.com/profile/19742/troy-aikman-football-american-mbti-personality-type,,,3,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/21359.png,https://www.personality-database.com/profile/21359/vince-young-football-american-mbti-personality-type,,,,,,1,,,,,,,,,,
Se,Fi,,81%,95%,Te,,,5%,3%,92%,92%,5%,86%,,Ni,,https://api.personality-database.com/profile_images/45.png,https://www.personality-database.com/profile/45/lionel-messi-football-soccer-mbti-personality-type,,,,,,,1,2,1,2,1,1,2,43,,6
Ti,Se,100%,,,Ni,,,0%,6%,100%,94%,0%,94%,94%,Fe,,https://api.personality-database.com/profile_images/11078.png,https://www.personality-database.com/profile/11078/diego-maradona-football-soccer-mbti-personality-type,,,,1,,1,,16,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,89%,100%,11%,89%,89%,Fe,,https://api.personality-database.com/profile_images/11079.png,https://www.personality-database.com/profile/11079/pel-football-soccer-mbti-personality-type,,,,,1,,,8,,,,,,,,
Se,Fi,,71%,97%,Te,,,0%,0%,94%,100%,6%,94%,,Ni,,https://api.personality-database.com/profile_images/382.png,https://www.personality-database.com/profile/382/david-beckham-football-soccer-mbti-personality-type,,,,,,1,,,,,,,1,20,1,8
Se,Fi,,55%,95%,Te,,,5%,5%,68%,91%,27%,64%,,Ni,,https://api.personality-database.com/profile_images/11085.png,https://www.personality-database.com/profile/11085/zinedine-zidane-football-soccer-mbti-personality-type,,,,,,,,1,,1,1,,,11,6,2
Fi,Se,97%,86%,,Ni,,,14%,3%,93%,83%,0%,83%,,Te,,https://api.personality-database.com/profile_images/8828.png,https://www.personality-database.com/profile/8828/neymar-football-soccer-mbti-personality-type,1,3,,,,21,,3,,,1,,,,,
Si,Fe,63%,75%,,Ti,75%,,13%,0%,,88%,63%,25%,,Ne,,https://api.personality-database.com/profile_images/25003.png,https://www.personality-database.com/profile/25003/kylian-mbapp-football-soccer-mbti-personality-type,,,,,4,,,1,1,,,,1,,,1
Fi,Se,73%,82%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/11084.png,https://www.personality-database.com/profile/11084/ronaldo-football-soccer-mbti-personality-type,,,,,,6,,2,,,,,,3,,
Fi,Se,100%,95%,,Ni,,,21%,0%,100%,79%,0%,79%,,Te,,https://api.personality-database.com/profile_images/10627.png,https://www.personality-database.com/profile/10627/ronaldinho-gacho-football-soccer-mbti-personality-type,,4,,,,14,,1,,,,,,,,
Ti,Se,95%,,,Ni,,,0%,10%,90%,90%,0%,90%,95%,Fe,,https://api.personality-database.com/profile_images/1585.png,https://www.personality-database.com/profile/1585/zlatan-ibrahimovic-football-soccer-mbti-personality-type,,,4,,,,,35,,,,,,2,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/49439/abel-braga-football-soccer-mbti-personality-type,,,,,1,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/11091.png,https://www.personality-database.com/profile/11091/alessandro-nesta-football-soccer-mbti-personality-type,,,,,,,,,,,,,1,,,
Fe,Ni,,100%,100%,Se,67%,67%,67%,0%,,,0%,33%,,Ti,,https://api.personality-database.com/profile_images/49207.png,https://www.personality-database.com/profile/49207/amaral-football-soccer-mbti-personality-type,,,,,,,,,2,,,,,1,,
Te,Ni,,,90%,Se,90%,90%,0%,90%,,,10%,0%,90%,Fi,,https://api.personality-database.com/profile_images/11081.png,https://www.personality-database.com/profile/11081/andrea-pirlo-football-soccer-mbti-personality-type,,,1,,,,,,,,7,1,1,,,
Fe,Si,,90%,100%,Ne,54%,,44%,5%,,51%,49%,3%,,Si,,https://api.personality-database.com/profile_images/3308.png,https://www.personality-database.com/profile/3308/andrs-iniesta-football-soccer-mbti-personality-type,,,,,,,,,,17,2,,17,1,2,
Se,Fi,,86%,57%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/23313.png,https://www.personality-database.com/profile/23313/antoine-griezmann-football-soccer-mbti-personality-type,,,,,,2,,1,,,,,,4,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/10626/ashley-cole-football-soccer-mbti-personality-type,,,,,,,,,,,,,,,1,
Si,Se,100%,,,Fi,,,0%,0%,,100%,50%,50%,100%,Fe,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/8888/bambang-pamungkas-football-soccer-mbti-personality-type,,,,,,,1,1,,,,,,,,
Ni,Fe,86%,100%,,Ti,100%,71%,71%,0%,,,29%,0%,,Se,,https://api.personality-database.com/profile_images/18054.png,https://www.personality-database.com/profile/18054/bastian-schweinsteiger-football-soccer-mbti-personality-type,4,,,,2,,,,1,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/18047/benedikt-hwedes-football-soccer-mbti-personality-type,1,,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/25002.png,https://www.personality-database.com/profile/25002/brahim-daz-football-soccer-mbti-personality-type,,,,,1,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/18059/branislav-ivanovic-football-soccer-mbti-personality-type,,,,,,,,,,,,,,,,1
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/18050/calum-chambers-football-soccer-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/25004.png,https://www.personality-database.com/profile/25004/cesc-fbregas-football-soccer-mbti-personality-type,,,,,,,,,,3,,,,,,
Fe,Fe,,100%,,Ne,100%,,0%,0%,,100%,100%,0%,,Ne,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/8887/choirul-huda-football-soccer-mbti-personality-type,,,,,1,,,,,,,,1,,,
Si,Fe,,,,Ne,100%,,0%,0%,,100%,100%,0%,,Fi,50%,https://api.personality-database.com/profile_images/35559.png,https://www.personality-database.com/profile/35559/claudio-bravo-football-soccer-mbti-personality-type,,,,,1,,,,,,,,,,1,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/11092.png,https://www.personality-database.com/profile/11092/david-de-gea-football-soccer-mbti-personality-type,,,,,2,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/47464/david-luiz-football-soccer-mbti-personality-type,,,,,1,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,,0%,50%,100%,,0%,50%,100%,Ni,50%,https://api.personality-database.com/profile_images/11086.png,https://www.personality-database.com/profile/11086/dennis-bergkamp-football-soccer-mbti-personality-type,,,,,,,,,,,,3,,,,3
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/48577.png,https://www.personality-database.com/profile/48577/didi-football-soccer-mbti-personality-type,,,,,,,,,,,,,,1,,
Fi,Ne,100%,100%,,Si,,86%,86%,0%,100%,,0%,14%,,Te,,https://api.personality-database.com/profile_images/6608.png,https://www.personality-database.com/profile/6608/didier-drogba-football-soccer-mbti-personality-type,,6,,,,1,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/48579.png,https://www.personality-database.com/profile/48579/djalminha-football-soccer-mbti-personality-type,,,,,,,,,,,,2,,,,
Te,Si,,,75%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/11093.png,https://www.personality-database.com/profile/11093/dunga-football-soccer-mbti-personality-type,,,,,,,1,,,,,,,,3,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/49931/durval-football-soccer-mbti-personality-type,,,,,,,,,,,,,,,2,
Se,Ti,,,100%,Fe,,,14%,0%,86%,86%,0%,86%,86%,Ni,,https://api.personality-database.com/profile_images/29452.png,https://www.personality-database.com/profile/29452/eden-hazard-football-soccer-mbti-personality-type,,,,,,,,,1,,,,,,,6
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/18052.png,https://www.personality-database.com/profile/18052/edin-dzeko-football-soccer-mbti-personality-type,,,,,,,,,,,,,,,1,
Si,Te,100%,,,Fi,100%,,0%,33%,,67%,67%,0%,100%,Ne,,https://api.personality-database.com/profile_images/49206.png,https://www.personality-database.com/profile/49206/edmundo-animal-football-soccer-mbti-personality-type,,,1,,,,2,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/35557.png,https://www.personality-database.com/profile/35557/eduardo-bonvallet-football-soccer-mbti-personality-type,,,2,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/11087.png,https://www.personality-database.com/profile/11087/eric-cantona-football-soccer-mbti-personality-type,,,5,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/32026.png,https://www.personality-database.com/profile/32026/ernesto-valverde-football-soccer-mbti-personality-type,,,,,,,,,,,,,,,4,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/49208/evaristo-de-macedo-football-soccer-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,67%,67%,0%,100%,,0%,33%,,Si,,https://api.personality-database.com/profile_images/26360.png,https://www.personality-database.com/profile/26360/fernando-torres-football-soccer-mbti-personality-type,,,,,,,,,,2,,,,1,,
Ti,Ne,83%,,,Si,,100%,0%,100%,83%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/6494.png,https://www.personality-database.com/profile/6494/frank-lampard-football-soccer-mbti-personality-type,,,,5,,,,,,,1,,,,,
Fe,Si,,100%,100%,Ne,60%,,0%,0%,,100%,60%,40%,,Ti,,https://api.personality-database.com/profile_images/13719.png,https://www.personality-database.com/profile/13719/gareth-bale-football-soccer-mbti-personality-type,,,,,,,,,,,,,3,2,,
